Number of nodes= 17
Number of caregiver= 5 
Number of group=2 

Caregiver_cost=
147	215	143	162	162

	



Caregiver in group=
Group_1: 1	3	4	5	
Group_1: 2	
				


skill matrix=
Caregiver1: 0	2	3	6	7	8	9	10	12	14	15	16	
Caregiver2: 0	1	4	5	6	8	11	12	13	14	15	16	
Caregiver3: 0	1	2	3	4	5	7	9	10	11	13	16	
Caregiver4: 0	1	2	3	4	5	7	9	10	11	13	16	
Caregiver5: 0	1	4	5	6	8	11	12	13	14	15	16	


type of shift per day=2
number of days=7
Number of shitfs=14


Service time of node=
0	27	58	59	24	49	38	47	31	45	20	58	35	51	56	29	0


Time window for ptient matrix (patient,shift) :first line alfa and second beta
0	858	0	0	0	0	0	951	0	780	480	888	0	0	0	0	0
0	888	0	0	0	0	0	1059	0	1080	780	978	0	0	0	0	0
0	0	0	636	0	852	0	0	832	0	956	1010	697	0	0	780	0
0	0	0	666	0	882	0	0	934	0	986	1040	727	0	0	1080	0
0	0	0	0	0	480	0	480	480	0	0	490	0	480	0	0	0
0	0	0	0	0	780	0	780	780	0	0	591	0	780	0	0	0
0	702	0	0	854	0	833	0	855	824	887	0	965	780	924	0	0
0	732	0	0	884	0	925	0	935	854	987	0	1057	1080	1034	0	0
0	567	937	0	0	537	0	667	0	0	0	654	780	907	0	1028	0
0	665	1000	0	0	567	0	697	0	0	0	732	1080	991	0	1058	0
0	0	0	0	0	0	932	0	903	0	0	0	0	0	0	0	0
0	0	0	0	0	0	994	0	968	0	0	0	0	0	0	0	0
0	0	884	515	932	973	0	0	0	0	824	0	780	0	579	0	0
0	0	963	545	1047	1069	0	0	0	0	901	0	1080	0	684	0	0




CII matrix(caregiver, patient)
0	0	6	3	0	0	4	6	4	3	6	0	5	0	5	7	0
0	4	0	0	1	3	5	0	4	0	0	3	4	5	1	5	0
0	3	4	5	4	3	0	6	0	3	3	6	0	4	0	0	0
0	5	3	3	5	3	0	5	0	5	5	6	0	4	0	0	0
0	4	0	0	7	6	7	0	4	0	0	4	4	3	7	6	0


travel time=
0	31	21	26	22	33	26	11	16	22	27	19	34	21	22	31	0
31	0	16	22	23	2	7	22	34	24	12	15	17	17	17	5	31
21	16	0	8	8	17	9	17	19	9	22	16	29	21	2	13	21
26	22	8	0	4	22	15	24	18	5	29	24	37	29	6	18	26
22	23	8	4	0	23	17	22	14	1	29	23	37	28	6	20	22
33	2	17	22	23	0	8	24	35	25	15	17	19	19	17	4	33
26	7	9	15	17	8	0	18	27	18	15	13	22	17	10	5	26
11	22	17	24	22	24	18	0	22	22	16	8	24	10	19	22	11
16	34	19	18	14	35	27	22	0	13	36	28	44	32	19	32	16
22	24	9	5	1	25	18	22	13	0	30	23	38	28	7	21	22
27	12	22	29	29	15	15	16	36	30	0	9	8	7	24	16	27
19	15	16	24	23	17	13	8	28	23	9	0	17	5	18	17	19
34	17	29	37	37	19	22	24	44	38	8	17	0	13	31	22	34
21	17	21	29	28	19	17	10	32	28	7	5	13	0	23	20	21
22	17	2	6	6	17	10	19	19	7	24	18	31	23	0	13	22
31	5	13	18	20	4	5	22	32	21	16	17	22	20	13	0	31
0	31	21	26	22	33	26	11	16	22	27	19	34	21	22	31	0


	
