Number of nodes= 17
Number of caregiver= 5 
Number of group=2 

Caregiver_cost=
182	173	123	171	192


Caregiver in group=
Group_1:1	2	4	5	
Group_2:3	
				



skill matrix=
Caregiver1:0	1	2	5	8	9	10	11	12	13	14	15	16			
Caregiver2:0	1	2	3	4	5	6	7	8	9	10	11	12	13	15	16
Caregiver3:0	2	3	4	6	13	16					
Caregiver4:0	2	7	9	11	13	14	16				
Caregiver5:0	1	2	3	4	5	6	7	8	10	12	13	14	15	16	


type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	47	37	52	50	27	28	42	28	53	46	23	29	46	49	58	0

Time window for ptient matrix (day,patient) :first line alfa and second beta
0	480	0	986	780	0	480	541	0	780	0	677	0	0	0	673	0
0	780	0	1016	1080	0	567	571	0	1080	0	740	0	0	0	780	0
0	0	0	0	635	0	0	0	0	906	503	1019	603	0	591	0	0
0	0	0	0	665	0	0	0	0	993	533	1049	719	0	621	0	0
0	0	0	891	0	0	0	0	566	664	0	0	883	594	0	0	0
0	0	0	1009	0	0	0	0	633	694	0	0	913	669	0	0	0
0	780	0	0	0	0	835	0	933	0	0	547	572	657	847	0	0
0	1080	0	0	0	0	941	0	1035	0	0	621	667	726	877	0	0
0	0	587	0	0	780	689	480	0	0	0	0	839	0	980	0	0
0	0	617	0	0	1080	749	780	0	0	0	0	943	0	1010	0	0
0	0	525	832	513	925	0	0	780	844	0	956	0	0	0	0	0
0	0	555	900	583	955	0	0	1080	916	0	1059	0	0	0	0	0
0	870	862	0	870	0	0	0	480	0	933	0	0	0	1002	480	0
0	978	965	0	934	0	0	0	780	0	1048	0	0	0	1080	780	0



CII matrix(caregiver, patient)
0	3	2	0	0	3	0	0	3	4	1	5	2	2	1	3	0
0	5	5	5	4	3	2	2	3	2	4	5	2	4	0	5	0
0	0	8	8	9	0	9	0	0	0	0	0	0	9	0	0	0
0	0	2	0	0	0	0	3	0	2	0	2	0	5	4	0	0
0	2	5	1	5	1	1	1	1	0	4	0	2	2	1	2	0

travel time=
0	41	23	39	20	48	34	48	40	54	72	16	46	58	43	34	0
41	0	18	71	46	87	69	17	40	51	92	55	22	51	66	20	41
23	18	0	55	33	71	54	29	38	51	80	39	26	53	52	20	23
39	71	55	0	56	55	55	83	79	92	37	41	65	97	16	71	39
20	46	33	56	0	44	24	45	25	37	91	18	58	42	63	30	20
48	87	71	55	44	0	21	89	66	74	91	33	94	79	70	74	48
34	69	54	55	24	21	0	69	46	54	92	19	79	59	67	54	34
48	17	29	83	45	89	69	0	31	38	108	59	38	37	80	15	48
40	40	38	79	25	66	46	31	0	14	111	43	60	18	82	21	40
54	51	51	92	37	74	54	38	14	0	125	55	72	6	96	32	54
72	92	80	37	91	91	92	108	111	125	0	77	78	129	29	99	72
16	55	39	41	18	33	19	59	43	55	77	0	62	60	50	44	16
46	22	26	65	58	94	79	38	60	72	78	62	0	73	55	39	46
58	51	53	97	42	79	59	37	18	6	129	60	73	0	100	34	58
43	66	52	16	63	70	67	80	82	96	29	50	55	100	0	71	43
34	20	20	71	30	74	54	15	21	32	99	44	39	34	71	0	34
0	41	23	39	20	48	34	48	40	54	72	16	46	58	43	34	0

	
