Number of nodes= 27
Number of caregiver= 9 
Number of group=3

Caregiver_cost=
133	201	123	183	164	111	172	123	188


Caregiver in group=
Group_1:3	6	8	
Group_2:1	5		
Group_3:2	4	7	9
				


skill matrix=
Caregiver1:0	1	2	4	5	7	8	9	10	11	12	13	14	16	17	18	19	20	21	23	24	25	26
Caregiver2:0	3	6	9	11	13	15	16	17	18	19	20	22	23	26								
Caregiver3:0	1	2	4	5	7	8	10	12	14	21	24	25	26									
Caregiver4:0	3	6	9	11	13	15	16	17	18	19	20	22	23	26								
Caregiver5:0	3	6	9	11	13	15	16	17	18	19	20	22	23	26								
Caregiver6:0	9	11	13	16	17	18	19	20	23	26												
Caregiver7:0	1	2	4	5	7	8	9	10	11	12	13	14	16	17	18	19	20	21	23	24	25	26
Caregiver8:0	3	6	15	22	26						
Caregiver9:0	1	2	3	4	5	6	7	8	10	12	14	15	21	22	24	25	26					
		
	

type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	57	28	46	27	23	28	37	33	26	37	49	23	47	37	52	24	29	49	51	60	57	51	38	42	60	0

Time window for ptient matrix (day,patient) :first line alfa and second beta
0	480	0	0	577	879	680	484	981	0	0	781	840	724	0	0	480	0	0	0	0	797	0	573	968	837	0
0	780	0	0	607	909	780	575	1073	0	0	900	870	754	0	0	592	0	0	0	0	827	0	603	998	948	0
0	0	0	0	676	0	948	641	946	0	0	0	0	720	941	562	0	0	0	0	0	900	0	623	916	0	0
0	0	0	0	759	0	1015	755	976	0	0	0	0	750	1039	592	0	0	0	0	0	1010	0	736	946	0	0
0	0	0	993	0	0	634	666	0	780	541	0	882	0	0	579	498	957	970	0	0	780	0	530	0	523	0
0	0	0	1023	0	0	725	696	0	1080	602	0	954	0	0	660	606	1039	1000	0	0	1080	0	560	0	599	0
0	0	0	0	0	0	0	853	837	526	0	530	0	0	0	492	0	0	0	0	0	0	535	0	0	806	0
0	0	0	0	0	0	0	948	942	590	0	599	0	0	0	562	0	0	0	0	0	0	634	0	0	902	0
0	995	482	0	0	0	0	0	0	0	0	900	0	0	0	0	528	0	0	968	780	0	0	0	713	0	0
0	1025	546	0	0	0	0	0	0	0	0	981	0	0	0	0	641	0	0	1033	1080	0	0	0	778	0	0
0	0	0	881	480	0	0	0	0	0	719	0	890	539	0	592	0	833	600	480	780	0	551	0	982	0	0
0	0	0	972	780	0	0	0	0	0	749	0	983	603	0	661	0	916	630	780	1080	0	615	0	1012	0	0
0	0	1000	780	817	838	0	0	0	0	0	0	0	798	799	0	878	0	505	0	668	0	0	0	0	0	0
0	0	1030	865	847	868	0	0	0	0	0	0	0	872	870	0	993	0	587	0	698	0	0	0	0	0	0



CII matrix(caregiver, patient)
0	4	6	0	7	4	0	5	5	3	5	7	6	7	4	0	6	6	3	4	7	6	0	5	7	5	0
0	0	0	4	0	0	3	0	0	4	0	4	0	4	0	4	4	1	5	1	4	0	1	2	0	0	0
0	10	8	0	7	10	0	10	8	0	7	0	10	0	10	0	0	0	0	0	0	10	0	0	8	6	0
0	0	0	4	0	0	2	0	0	4	0	1	0	4	0	5	4	1	1	1	3	0	1	3	0	0	0
0	0	0	7	0	0	3	0	0	5	0	7	0	6	0	5	3	3	7	7	3	0	4	7	0	0	0
