Number of nodes= 17
Number of caregiver= 5 
Number of group=3 

Caregiver_cost=
127	100	191	157	194


Caregiver in group=
Group_1:1	2
Group_2:3	5
Group_3:4					


skill matrix=
Caregiver1: 0	7	13	14	16							
Caregiver2: 0	1	2	3	4	7	16					
Caregiver3: 0	1	2	3	4	6	7	8	13	14	15	16							
Caregiver4: 0	1	2	3	4	5	6	8	9	10	11	12	15	16				
Caregiver5: 0	1	2	3	4	5	6	8	9	10	11	12	13	14	15	16


type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	22	48	44	25	29	59	43	53	42	41	25	24	25	35	49	0

Time window for ptient matrix (patient,shift) :first line alfa and second beta
0	0	0	0	0	514	966	0	780	815	791	0	966	599	780	780	0
0	0	0	0	0	584	1054	0	1080	845	899	0	996	661	1080	1080	0
0	480	635	0	830	0	0	0	1028	0	0	868	0	0	0	543	0
0	780	716	0	860	0	0	0	1058	0	0	898	0	0	0	635	0
0	780	601	0	480	0	780	918	480	0	780	0	0	0	480	0	0
0	1080	704	0	780	0	1080	948	780	0	897	0	0	0	780	0	0
0	676	0	0	572	0	480	780	0	876	0	0	0	0	0	0	0
0	706	0	0	664	0	780	1080	0	906	0	0	0	0	0	0	0
0	0	780	976	0	480	0	0	0	480	0	925	541	780	780	0	0
0	0	1080	1006	0	780	0	0	0	780	0	1014	628	1080	1080	0	0
0	480	0	608	874	0	0	784	0	0	0	0	0	486	634	0	0
0	780	0	710	904	0	0	889	0	0	0	0	0	568	664	0	0
0	0	934	480	0	680	534	480	0	0	0	485	523	0	0	987	0
0	0	1032	780	0	780	645	780	0	0	0	560	619	0	0	1017	0


CII matrix(caregiver, patient)
0	0	0	0	0	0	0	9	0	0	0	0	0	9	9	0	0
0	9	8	7	9	0	0	9	0	0	0	0	0	0	0	0	0
0	3	5	3	1	0	0	4	1	4	0	0	0	1	4	1	0
0	7	4	7	5	5	3	0	3	5	5	5	6	0	0	7	0
0	4	3	5	2	1	2	0	5	4	1	2	1	2	3	3	0

travel time=
0	30	16	21	49	25	20	16	33	34	34	54	27	40	42	11	0
30	0	46	51	44	54	48	14	19	20	63	56	56	15	20	22	30
16	46	0	8	61	9	7	32	49	50	18	63	11	55	55	25	16
21	51	8	0	61	9	14	37	51	52	15	60	13	61	62	31	21
49	44	61	61	0	69	68	44	25	24	76	14	72	58	63	52	49
25	54	9	9	69	0	9	41	57	59	9	70	4	63	63	33	25
20	48	7	14	68	9	0	35	53	55	17	70	8	55	55	26	20
16	14	32	37	44	41	35	0	22	23	50	53	43	25	28	10	16
33	19	49	51	25	57	53	22	0	2	66	37	60	33	38	31	33
34	20	50	52	24	59	55	23	2	0	67	36	61	34	39	33	34
34	63	18	15	76	9	17	50	66	67	0	75	9	72	72	42	34
54	56	63	60	14	70	70	53	37	36	75	0	73	70	75	59	54
27	56	11	13	72	4	8	43	60	61	9	73	0	63	63	34	27
40	15	55	61	58	63	55	25	33	34	72	70	63	0	6	30	40
42	20	55	62	63	63	55	28	38	39	72	75	63	6	0	31	42
11	22	25	31	52	33	26	10	31	33	42	59	34	30	31	0	11
0	30	16	21	49	25	20	16	33	34	34	54	27	40	42	11	0


	
