Number of nodes= 17
Number of caregiver= 5 
Number of group=2 

Caregiver_cost=
103	140	139	162	162


	

Caregiver in group=
Group_1:1
Group_2:2	3	4	5	
	
				


skill matrix=
Caregiver1:0	1	6	10	11	13	14	16				
Caregiver2:0	2	3	4	5	7	8	9	12	15	16		
Caregiver3:0	2	3	4	5	7	8	9	12	15	16		
Caregiver4:0	1	2	3	6	8	9	10	11	12	13	14	16
Caregiver5:0	1	4	5	6	7	10	11	13	14	15	16	


type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	35	38	29	25	33	49	30	39	47	39	48	37	52	50	52	0

Time window for ptient matrix (day,patient) :first line alfa and second beta
0	0	506	0	0	0	0	0	780	589	0	567	0	1015	480	0	0
0	0	581	0	0	0	0	0	1080	619	0	649	0	1045	780	0	0
0	0	0	862	0	0	480	0	552	0	658	808	956	949	0	0	0
0	0	0	950	0	0	780	0	582	0	731	883	1017	1020	0	0	0
0	915	0	0	577	579	0	655	0	0	0	0	0	480	0	0	0
0	1009	0	0	677	689	0	685	0	0	0	0	0	563	0	0	0
0	651	0	681	904	0	0	0	973	642	0	0	0	826	0	507	0
0	729	0	780	934	0	0	0	1003	753	0	0	0	917	0	618	0
0	674	780	0	0	0	0	0	0	0	0	0	950	0	505	574	0
0	747	1080	0	0	0	0	0	0	0	0	0	980	0	535	604	0
0	480	0	0	780	655	0	965	0	0	480	0	0	0	0	932	0
0	780	0	0	895	685	0	995	0	0	780	0	0	0	0	962	0
0	0	480	956	780	780	883	0	617	0	480	0	0	0	0	562	0
0	0	780	986	1080	1080	955	0	647	0	579	0	0	0	0	659	0




CII matrix(caregiver, patient)
0	6	0	0	0	0	8	0	0	0	9	7	0	6	7	0	0
0	0	3	6	3	6	0	7	7	3	0	0	5	0	0	4	0
0	0	3	3	4	3	0	4	6	5	0	0	7	0	0	7	0
0	5	4	5	0	0	4	0	5	3	3	5	6	5	7	0	0
0	3	0	0	5	7	3	6	0	0	6	7	0	5	3	6	0


travel time=
0	46	13	33	38	12	20	12	39	19	37	38	15	35	30	35	0
46	0	44	15	10	55	66	53	10	66	17	26	54	81	17	79	46
13	44	0	30	34	12	26	9	35	25	31	29	10	42	31	36	13
33	15	30	0	5	41	53	39	5	52	8	16	40	68	10	65	33
38	10	34	5	0	46	57	43	1	57	8	18	44	73	12	70	38
12	55	12	41	46	0	13	3	46	13	43	42	5	30	40	25	12
20	66	26	53	57	13	0	17	58	1	56	55	17	16	50	17	20
12	53	9	39	43	3	17	0	44	17	40	39	2	33	39	26	12
39	10	35	5	1	46	58	44	0	58	8	17	45	74	13	70	39
19	66	25	52	57	13	1	17	58	0	55	55	17	17	49	19	19
37	17	31	8	8	43	56	40	8	55	0	9	41	72	18	66	37
38	26	29	16	18	42	55	39	17	55	9	0	39	71	26	63	38
15	54	10	40	44	5	17	2	45	17	41	39	0	33	40	25	15
35	81	42	68	73	30	16	33	74	17	72	71	33	0	65	19	35
30	17	31	10	12	40	50	39	13	49	18	26	40	65	0	65	30
35	79	36	65	70	25	17	26	70	19	66	63	25	19	65	0	35
0	46	13	33	38	12	20	12	39	19	37	38	15	35	30	35	0


	
