Number of nodes= 102
Number of caregiver= 18
Number of group=3 

Caregiver_cost=
169	127	128	202	182	185	110	137	149	137	135	140	119	120	141	138	133	165



Caregiver in group=
Group_1:2	3	7	13	14					
Group_2:1	8	9	10	11	12	15	16	17	18
Group_3:4	5	6							
								
					
skill matrix=
Caregiver1:0	1	4	5	7	8	9	10	11	13	14	15	18	19	20	21	23	24	25	27	28	29	30	32	34	37	38	39	41	44	47	49	51	52	53	54	55	56	57	58	59	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	79	81	83	85	89	91	92	93	94	95	96	98	99	101	
Caregiver2:0	4	9	11	13	14	18	19	20	21	23	24	25	27	28	29	34	37	38	41	47	49	51	52	55	57	59	62	63	66	73	75	81	85	89	92	94	98	101			Caregiver3:0	4	9	11	13	14	18	19	20	21	23	24	25	27	28	29	34	37	38	41	47	49	51	52	55	57	59	62	63	66	73	75	81	85	89	92	94	98	101			Caregiver4:0	1	2	3	5	6	7	8	10	12	15	16	17	22	26	30	31	32	33	35	36	39	40	42	43	44	45	46	48	50	53	54	56	58	60	61	64	65	67	68	69	70	71	72	74	76	77	78	79	80	82	83	84	86	87	88	90	91	93	95	96	97	101	
Caregiver5:0	2	3	4	6	9	11	12	13	14	16	17	18	19	20	21	22	23	24	25	26	27	28	29	31	33	34	35	36	37	38	40	41	42	43	45	46	47	48	49	50	51	52	55	57	59	60	61	62	63	66	73	75	78	80	81	82	84	85	86	87	88	89	90	92	94	97	98	99	101		
Caregiver6:0	1	2	3	5	6	7	8	10	12	15	16	17	22	26	30	31	32	33	35	36	39	40	42	43	44	45	46	48	50	53	54	56	58	60	61	64	65	67	68	69	70	71	72	74	76	77	78	79	80	82	83	84	86	87	88	90	91	93	95	96	97	101	
Caregiver7:0	2	3	6	12	16	17	22	26	31	33	35	36	40	42	43	45	46	48	50	60	61	78	80	82	84	86	87	88	90	97	101		
Caregiver8:0	1	2	3	5	6	7	8	10	12	15	16	17	22	26	30	31	32	33	35	36	39	40	42	43	44	45	46	48	50	53	54	56	58	60	61	64	65	67	68	69	70	71	72	74	76	77	78	79	80	82	83	84	86	87	88	90	91	93	95	96	97	100	101								
Caregiver9:0	2	3	4	6	9	11	12	13	14	16	17	18	19	20	21	22	23	24	25	26	27	28	29	31	33	34	35	36	37	38	40	41	42	43	45	46	47	48	49	50	51	52	55	57	59	60	61	62	63	66	73	75	78	80	81	82	84	85	86	87	88	89	90	92	94	97	98	101			
Caregiver10:0	1	4	5	7	8	9	10	11	13	14	15	18	19	20	21	23	24	25	27	28	29	30	32	34	37	38	39	41	44	47	49	51	52	53	54	55	56	57	58	59	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	79	81	83	85	89	91	92	93	94	95	96	98	99	100	101
Caregiver11:0	2	3	4	6	9	11	12	13	14	16	17	18	19	20	21	22	23	24	25	26	27	28	29	31	33	34	35	36	37	38	40	41	42	43	45	46	47	48	49	50	51	52	55	57	59	60	61	62	63	66	73	75	78	80	81	82	84	85	86	87	88	89	90	92	94	97	98	99	101		
Caregiver12:0	2	3	4	6	9	11	12	13	14	16	17	18	19	20	21	22	23	24	25	26	27	28	29	31	33	34	35	36	37	38	40	41	42	43	45	46	47	48	49	50	51	52	55	57	59	60	61	62	63	66	73	75	78	80	81	82	84	85	86	87	88	89	90	92	94	97	98	101			
Caregiver13:0	2	3	6	12	16	17	22	26	31	33	35	36	40	42	43	45	46	48	50	60	61	78	80	82	84	86	87	88	90	97	101		
Caregiver14:0	2	3	6	12	16	17	22	26	31	33	35	36	40	42	43	45	46	48	50	60	61	78	80	82	84	86	87	88	90	97	101		
Caregiver15:0	1	2	3	5	6	7	8	10	12	15	16	17	22	26	30	31	32	33	35	36	39	40	42	43	44	45	46	48	50	53	54	56	58	60	61	64	65	67	68	69	70	71	72	74	76	77	78	79	80	82	83	84	86	87	88	90	91	93	95	96	97	101	
Caregiver16:0	1	4	5	7	8	9	10	11	13	14	15	18	19	20	21	23	24	25	27	28	29	30	32	34	37	38	39	41	44	47	49	51	52	53	54	55	56	57	58	59	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	79	81	83	85	89	91	92	93	94	95	96	98	99	100	101
Caregiver17:0	1	4	5	7	8	9	10	11	13	14	15	18	19	20	21	23	24	25	27	28	29	30	32	34	37	38	39	41	44	47	49	51	52	53	54	55	56	57	58	59	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	79	81	83	85	89	91	92	93	94	95	96	98	99	101	
Caregiver18:0	1	4	5	7	8	9	10	11	13	14	15	18	19	20	21	23	24	25	27	28	29	30	32	34	37	38	39	41	44	47	49	51	52	53	54	55	56	57	58	59	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	79	81	83	85	89	91	92	93	94	95	96	98	99	101	
																								type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	32	28	45	20	44	60	42	25	55	34	50	60	20	39	37	36	57	41	39	51	29	39	52	27	26	36	42	49	53	54	51	51	46	27	50	27	45	24	52	38	28	47	43	55	28	44	52	46	43	25	59	52	49	42	27	45	45	32	41	43	23	45	29	57	36	47	57	44	33	36	38	39	20	30	48	34	58	35	21	50	57	40	20	37	30	58	31	44	48	26	51	26	49	48	47	20	27	40	29	55	0


Time window for ptient matrix (day,patient) :first line alfa and second beta
0	0	0	0	0	0	480	837	999	480	0	0	0	832	0	0	0	880	780	0	0	657	0	639	0	0	0	0	0	617	0	0	0	0	0	0	582	0	0	0	0	924	0	0	810	914	0	860	0	0	780	810	955	497	780	0	0	0	0	480	501	0	853	952	906	0	605	0	780	0	828	889	0	988	480	0	997	915	0	974	0	858	597	0	0	639	838	0	0	780	0	0	480	0	780	780	844	0	799	0	0	0
0	0	0	0	0	0	780	867	1080	780	0	0	0	934	0	0	0	910	1080	0	0	772	0	753	0	0	0	0	0	701	0	0	0	0	0	0	664	0	0	0	0	1019	0	0	895	1020	0	942	0	0	1080	840	1058	527	1080	0	0	0	0	780	621	0	917	1040	1004	0	635	0	1080	0	858	975	0	1071	780	0	1080	945	0	1004	0	961	627	0	0	728	909	0	0	1080	0	0	780	0	1080	1080	954	0	829	0	0	0
0	734	808	0	0	0	0	671	0	0	0	555	880	0	0	880	645	0	0	945	480	0	780	0	0	989	0	0	871	0	632	660	0	0	876	492	0	646	0	933	0	0	938	780	780	0	611	0	858	0	670	0	0	0	959	480	0	780	480	644	657	559	0	0	0	0	0	780	0	0	964	811	0	0	0	0	0	0	482	658	798	0	590	0	638	780	654	0	683	0	0	0	0	0	0	0	955	641	493	0	0	0
0	764	838	0	0	0	0	735	0	0	0	663	910	0	0	988	746	0	0	1019	780	0	1080	0	0	1080	0	0	932	0	710	735	0	0	906	610	0	760	0	963	0	0	968	1080	1080	0	641	0	933	0	771	0	0	0	1052	780	0	1080	780	674	732	644	0	0	0	0	0	1080	0	0	1047	873	0	0	0	0	0	0	569	719	879	0	689	0	668	1080	728	0	780	0	0	0	0	0	0	0	985	671	609	0	0	0
0	0	0	0	656	917	936	0	0	692	0	0	0	0	0	0	0	0	0	628	494	0	0	0	0	0	0	780	0	915	0	631	973	0	856	0	637	480	0	905	0	931	0	0	0	642	797	917	0	0	940	560	550	0	0	953	0	0	0	907	709	0	0	0	0	880	884	0	0	833	0	0	0	591	695	0	0	0	480	0	480	0	0	814	780	0	0	0	0	0	0	0	0	480	0	0	0	0	939	0	0	0
0	0	0	0	745	1003	1032	0	0	778	0	0	0	0	0	0	0	0	0	694	593	0	0	0	0	0	0	1080	0	945	0	661	1080	0	886	0	753	780	0	935	0	961	0	0	0	702	868	1026	0	0	1053	590	580	0	0	1016	0	0	0	996	739	0	0	0	0	978	975	0	0	942	0	0	0	694	725	0	0	0	780	0	780	0	0	844	1080	0	0	0	0	0	0	0	0	780	0	0	0	0	1054	0	0	0
0	0	0	572	0	0	0	0	480	0	966	0	0	680	780	955	0	0	925	961	0	0	0	0	561	928	0	780	0	0	565	524	0	0	0	0	0	0	780	513	0	0	984	546	640	0	497	0	0	570	0	539	923	0	0	0	0	0	680	0	0	0	0	0	650	0	0	0	0	613	631	0	0	0	0	574	0	0	0	927	672	0	0	566	698	0	907	572	0	780	0	910	0	575	780	962	816	0	0	0	0	0
0	0	0	602	0	0	0	0	780	0	1051	0	0	741	1080	1061	0	0	1006	991	0	0	0	0	657	1031	0	1080	0	0	595	601	0	0	0	0	0	0	1080	543	0	0	1080	576	670	0	566	0	0	648	0	569	953	0	0	0	0	0	710	0	0	0	0	0	738	0	0	0	0	643	750	0	0	0	0	666	0	0	0	994	752	0	0	646	728	0	992	632	0	1080	0	1025	0	642	1080	1053	846	0	0	0	0	0
0	0	814	0	566	0	0	0	536	908	0	849	518	0	780	0	480	542	0	0	0	0	0	819	544	0	0	0	0	935	0	0	0	526	0	0	0	832	781	0	892	780	780	0	0	0	0	0	0	986	578	666	0	0	0	1019	634	0	0	932	0	0	0	0	0	780	491	531	930	0	0	0	0	0	0	887	0	0	0	0	0	511	480	0	0	0	0	797	529	503	943	0	480	0	0	0	975	0	655	667	712	0
0	0	875	0	596	0	0	0	620	994	0	932	548	0	882	0	780	572	0	0	0	0	0	923	630	0	0	0	0	997	0	0	0	556	0	0	0	936	900	0	996	1080	1080	0	0	0	0	0	0	1061	608	754	0	0	0	1049	733	0	0	1018	0	0	0	0	0	1080	592	609	960	0	0	0	0	0	0	955	0	0	0	0	0	577	780	0	0	0	0	827	600	601	973	0	780	0	0	0	1005	0	685	697	775	0
