Number of nodes= 17
Number of caregiver= 5 
Number of group=3 

Caregiver_cost=
118	156	142	176	141



Caregiver in group=
Group_1:1	
Group_2:2	3	5
Group_3:4				



skill matrix=
Caregiver1:0	1	4	10	12	16	
Caregiver2:0	1	2	3	4	5	7	11	12	13	14	15	16		
Caregiver3:0	2	3	5	6	7	8	9	10	11	13	14	15	16	
Caregiver4:0	1	2	4	5	6	7	8	9	11	12	13	14	15	16
Caregiver5:0	1	3	4	6	8	9	10	12	16					
	

type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	22	39	59	36	59	20	54	42	58	31	53	22	54	55	26	0

Time window for ptient matrix (day,patient) :first line alfa and second beta
0	0	540	0	0	546	912	982	574	872	780	985	989	480	0	947	0
0	0	621	0	0	576	942	1080	645	902	1080	1078	1019	780	0	977	0
0	0	0	0	655	0	0	0	0	0	580	504	0	0	574	0	0
0	0	0	0	685	0	0	0	0	0	686	534	0	0	604	0	0
0	480	0	0	529	812	708	0	780	662	0	0	823	584	651	0	0
0	780	0	0	589	842	738	0	1080	780	0	0	903	614	714	0	0
0	0	529	0	508	0	941	670	0	0	0	0	565	0	0	849	0
0	0	559	0	619	0	1009	700	0	0	0	0	595	0	0	930	0
0	567	0	637	798	0	0	0	0	0	0	733	0	0	0	0	0
0	597	0	735	914	0	0	0	0	0	0	763	0	0	0	0	0
0	780	0	987	0	910	0	0	0	879	0	0	0	524	788	0	0
0	1080	0	1067	0	990	0	0	0	995	0	0	0	554	856	0	0
0	601	952	0	0	0	780	943	0	0	480	0	691	0	0	0	0
0	631	1025	0	0	0	1080	1023	0	0	591	0	721	0	0	0	0


CII matrix(caregiver, patient)
0	9	0	0	7	0	0	0	0	0	7	0	7	0	0	0	0
0	7	5	5	6	4	0	5	0	0	0	5	6	6	3	3	0
0	0	6	3	0	5	6	6	4	5	5	7	0	7	4	7	0
0	1	4	0	1	3	5	1	3	5	0	4	4	5	4	2	0
0	7	0	4	7	0	4	0	6	6	3	0	5	0	0	0	0

travel time=
0	22	33	46	33	48	28	61	57	25	33	21	58	36	55	37	0
22	0	54	56	48	69	22	68	62	18	46	20	77	53	63	51	22
33	54	0	37	20	16	58	53	53	57	25	51	29	38	46	24	33
46	56	37	0	17	47	72	17	16	69	13	66	34	70	10	13	46
33	48	20	17	0	33	60	34	33	57	5	53	29	53	27	5	33
48	69	16	47	33	0	72	61	63	71	39	65	25	42	56	35	48
28	22	58	72	60	72	0	86	81	4	60	7	85	43	80	64	28
61	68	53	17	34	61	86	0	8	82	30	80	43	87	7	29	61
57	62	53	16	33	63	81	8	0	77	28	76	48	85	9	29	57
25	18	57	69	57	71	4	82	77	0	57	7	84	44	77	62	25
33	46	25	13	5	39	60	30	28	57	0	54	33	57	23	5	33
21	20	51	66	53	65	7	80	76	7	54	0	79	38	74	58	21
58	77	29	34	29	25	85	43	48	84	33	79	0	65	39	28	58
36	53	38	70	53	42	43	87	85	44	57	38	65	0	80	58	36
55	63	46	10	27	56	80	7	9	77	23	74	39	80	0	23	55
37	51	24	13	5	35	64	29	29	62	5	58	28	58	23	0	37
0	22	33	46	33	48	28	61	57	25	33	21	58	36	55	37	0


	
