Number of nodes= 42
Number of caregiver=10
Number of group=3

Caregiver_cost=
168	142	155	141	117	108	211	132	190	140



Caregiver in group=
Group_1:5	6				
Group_2:1	2	3	4	8	10
Group_3:7	9				

		
	
skill matrix=
Caregiver1:0	2	4	5	6	7	8	9	10	14	15	19	20	22	23	25	26	27	28	29	31	33	35	36	39	40	41			
Caregiver2:0	1	3	6	7	11	12	13	15	16	17	18	20	21	22	24	26	29	30	31	32	34	35	36	37	38	39	40	41	
Caregiver3:0	1	2	3	4	5	8	9	10	11	12	13	14	16	17	18	19	21	23	24	25	27	28	30	32	33	34	37	38	41
Caregiver4:0	1	2	3	4	5	8	9	10	11	12	13	14	16	17	18	19	21	23	24	25	27	28	30	32	33	34	37	38	41
Caregiver5:0	1	3	11	12	13	16	17	18	21	24	30	32	34	37	38	41						
Caregiver6:0	6	7	15	20	22	26	29	31	35	36	39	40	41									
Caregiver7:0	2	4	5	6	7	8	9	10	14	15	19	20	22	23	25	26	27	28	29	31	33	35	36	39	40	41			
Caregiver8:0	2	4	5	6	7	8	9	10	14	15	19	20	22	23	25	26	27	28	29	31	33	35	36	39	40	41			
Caregiver9:0	1	3	6	7	11	12	13	15	16	17	18	20	21	22	24	26	29	30	31	32	34	35	36	37	38	39	40	41	
Caregiver10:0	1	3	6	7	11	12	13	15	16	17	18	20	21	22	24	26	29	30	31	32	34	35	36	37	38	39	40	41	
												type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	45	57	47	36	47	31	56	54	35	38	52	58	51	39	29	27	54	32	39	23	35	20	25	39	44	43	35	55	28	52	32	25	59	44	56	35	42	20	47	26	0


Time window for ptient matrix (day,patient) :first line alfa and second beta
0	0	0	0	521	596	0	1007	0	0	0	515	0	0	0	0	0	921	716	0	811	0	480	0	949	0	703	836	0	0	480	0	0	0	542	827	517	480	911	0	803	0
0	0	0	0	631	683	0	1037	0	0	0	545	0	0	0	0	0	951	746	0	886	0	780	0	1046	0	780	909	0	0	780	0	0	0	636	857	547	780	990	0	864	0
0	0	916	0	0	0	1012	0	0	0	0	0	0	0	960	0	0	0	868	922	0	480	0	0	0	0	0	480	0	0	974	0	0	0	0	944	796	0	0	0	0	0
0	0	1017	0	0	0	1073	0	0	0	0	0	0	0	1058	0	0	0	933	1031	0	780	0	0	0	0	0	780	0	0	1080	0	0	0	0	1057	868	0	0	0	0	0
0	480	865	780	0	1022	857	480	480	0	0	0	0	0	0	977	780	0	862	688	877	0	0	0	0	0	679	0	911	799	798	1025	0	0	0	0	0	0	0	735	0	0
0	780	895	894	0	1052	971	780	594	0	0	0	0	0	0	1007	1080	0	892	718	960	0	0	0	0	0	769	0	941	829	871	1055	0	0	0	0	0	0	0	765	0	0
0	690	0	0	0	0	0	0	679	827	0	0	0	780	0	510	480	885	870	0	0	0	683	790	951	0	0	812	780	0	967	0	0	0	0	0	0	0	0	0	559	0
0	720	0	0	0	0	0	0	780	920	0	0	0	900	0	623	780	915	965	0	0	0	713	869	1011	0	0	842	1080	0	997	0	0	0	0	0	0	0	0	0	589	0
0	0	899	974	0	0	0	0	0	0	0	0	1017	480	513	0	0	946	0	0	860	0	780	545	919	915	605	0	0	480	0	890	954	480	547	0	0	0	684	1000	0	0
0	0	986	1004	0	0	0	0	0	0	0	0	1047	780	543	0	0	1024	0	0	935	0	1080	637	1033	1012	710	0	0	780	0	1002	1021	780	577	0	0	0	780	1080	0	0
0	0	0	480	780	563	863	0	0	980	520	615	0	527	956	0	0	480	0	0	563	685	0	569	0	658	650	843	0	0	0	0	0	0	0	480	1026	0	861	781	480	0
0	0	0	780	1080	654	924	0	0	1044	600	699	0	603	1031	0	0	780	0	0	648	780	0	679	0	726	724	934	0	0	0	0	0	0	0	780	1056	0	968	867	780	0
0	0	0	671	895	0	0	780	0	961	780	0	570	0	0	0	780	0	0	645	0	0	0	780	0	0	0	0	0	0	0	0	853	928	955	517	720	483	0	664	0	0
0	0	0	780	925	0	0	1080	0	1045	1080	0	600	0	0	0	1080	0	0	675	0	0	0	1080	0	0	0	0	0	0	0	0	934	1038	1054	583	750	555	0	735	0	0



CII matrix(caregiver, patient)
0	0	4	0	3	6	7	4	6	7	4	0	0	0	4	3	0	0	0	6	5	0	6	4	0	6	7	7	6	4	0	3	0	7	0	4	5	0	0	6	7	0
0	3	0	3	0	0	3	5	0	0	0	7	4	4	0	5	6	4	4	0	7	6	3	0	4	0	4	0	0	4	3	3	6	0	5	7	5	7	6	4	5	0
