Number of nodes=62
Number of caregiver= 12
Number of group=3

Caregiver_cost=
216	140	112	113	105	129	164	132	127	206	214	179


Caregiver in group=
Group_1:3	4	5	6	9
Group_2:2	7	8		
Group_3:1	10	11	12	
		


skill matrix=
Caregiver1:0	2	3	4	6	8	10	11	12	13	14	15	16	18	19	21	24	25	26	29	30	31	32	33	34	37	38	39	40	43	44	46	47	48	49	50	51	52	55	56	58	59	60	61						
Caregiver2:0	1	3	4	5	6	7	8	9	10	14	15	16	17	18	19	20	21	22	23	26	27	28	29	30	31	32	33	34	35	36	37	41	42	43	44	45	46	47	48	49	51	52	53	54	57	58	59	60	61
Caregiver3:0	1	5	7	9	17	20	22	23	27	28	35	36	41	42	45	53	54	57	61
Caregiver4:0	1	5	7	9	17	20	22	23	27	28	35	36	41	42	45	53	54	57	61
Caregiver5:0	3	4	6	8	10	14	15	16	18	19	21	26	29	30	31	32	33	34	37	43	44	46	47	48	49	51	52	58	59	60	61
Caregiver6:0	2	11	12	13	24	25	38	39	40	50	55	56	61
Caregiver7:0	1	3	4	5	6	7	8	9	10	14	15	16	17	18	19	20	21	22	23	26	27	28	29	30	31	32	33	34	35	36	37	41	42	43	44	45	46	47	48	49	51	52	53	54	57	58	59	60	61
Caregiver8:0	1	3	4	5	6	7	8	9	10	14	15	16	17	18	19	20	21	22	23	26	27	28	29	30	31	32	33	34	35	36	37	41	42	43	44	45	46	47	48	49	51	52	53	54	57	58	59	60	61
Caregiver9:0	3	4	6	8	10	14	15	16	18	19	21	26	29	30	31	32	33	34	37	43	44	46	47	48	49	51	52	58	59	60	61
Caregiver10:0	2	3	4	6	8	10	11	12	13	14	15	16	18	19	21	24	25	26	29	30	31	32	33	34	37	38	39	40	43	44	46	47	48	49	50	51	52	55	56	58	59	60	61						
Caregiver11:0	2	3	4	6	8	10	11	12	13	14	15	16	18	19	21	24	25	26	29	30	31	32	33	34	37	38	39	40	43	44	46	47	48	49	50	51	52	55	56	58	59	60	61						
Caregiver12:0	1	2	5	7	9	11	12	13	17	20	22	23	24	25	27	28	35	36	38	39	40	41	42	45	50	53	54	55	56	57	61																		
type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	43	55	23	51	51	59	56	58	38	43	41	60	49	27	44	26	58	22	26	43	30	27	48	54	27	42	42	55	30	26	24	55	21	37	42	51	28	60	58	42	34	38	35	59	20	31	47	26	43	20	48	34	56	54	22	26	27	21	60	50	0

Time window for ptient matrix (day,patient) :first line alfa and second beta
0	0	0	0	843	0	0	0	0	0	0	780	0	0	1004	0	0	935	509	567	0	890	0	989	0	0	835	0	0	515	0	480	0	0	883	0	0	944	0	888	559	902	0	0	0	0	975	0	0	710	0	565	0	613	513	916	780	785	0	0	508	0
0	0	0	0	959	0	0	0	0	0	0	894	0	0	1034	0	0	965	574	684	0	920	0	1019	0	0	955	0	0	545	0	780	0	0	979	0	0	1044	0	957	645	932	0	0	0	0	1065	0	0	776	0	595	0	724	590	998	1080	847	0	0	616	0
0	0	679	0	809	897	780	780	0	0	0	780	0	0	0	1013	0	0	0	0	571	1022	780	0	856	0	780	794	0	0	0	480	0	480	666	490	0	0	480	0	780	0	876	907	480	0	780	780	480	0	978	661	780	0	0	0	0	1010	0	0	0	0
0	0	709	0	839	996	894	877	0	0	0	884	0	0	0	1043	0	0	0	0	601	1052	1080	0	950	0	1080	869	0	0	0	780	0	780	766	555	0	0	780	0	1080	0	906	981	780	0	1080	1080	780	0	1057	750	882	0	0	0	0	1040	0	0	0	0
0	816	0	565	0	0	0	0	657	610	0	534	0	0	0	839	480	480	712	1011	780	814	0	0	673	552	780	0	0	914	0	0	989	621	0	0	780	780	0	922	0	910	480	606	0	0	0	0	1000	694	0	480	0	0	0	0	565	0	0	482	0	0
0	876	0	595	0	0	0	0	752	696	0	638	0	0	0	941	780	780	742	1041	1080	894	0	0	775	582	1080	0	0	944	0	0	1019	651	0	0	1080	1080	0	1040	0	974	780	636	0	0	0	0	1080	724	0	780	0	0	0	0	595	0	0	576	0	0
0	0	0	0	0	0	588	0	0	881	780	951	0	0	0	480	0	860	780	0	0	0	0	780	667	0	0	889	0	0	917	0	0	0	0	780	0	0	502	0	0	0	0	0	864	0	480	0	780	0	0	0	0	726	0	0	0	0	780	0	0	0
