Number of nodes= 42
Number of caregiver= 12
Number of group=3

Caregiver_cost=
133	169	204	143	157	129	180	101	148	219	123	213


Caregiver in group=
Group_1:6	8	11			
Group_2:1	2	4	5	9	3
Group_3:7	10	12			
		
			
			
skill matrix=
Caregiver1:0	1	2	4	5	7	8	10	11	12	13	14	17	18	19	20	21	22	23	24	25	26	27	29	30	31	34	35	36	37	38	39	40	41	
Caregiver2:0	1	2	4	5	7	8	10	11	12	13	14	17	18	19	21	22	23	24	25	26	27	29	30	31	34	35	36	37	38	39	40	41		
Caregiver3:0	2	3	6	8	9	12	13	15	16	18	20	23	26	28	29	31	32	33	36	37	38	41												
Caregiver4:0	1	2	4	5	7	8	10	11	12	13	14	17	18	19	21	22	23	24	25	26	27	29	30	31	33	34	35	36	37	38	39	40	41	
Caregiver5:0	1	2	3	4	5	7	8	10	11	12	13	14	16	17	18	19	21	22	23	24	25	26	27	29	30	31	34	35	36	37	38	39	40	41
Caregiver6:0	2	8	12	13	15	18	23	26	29	31	36	37	38	41						
Caregiver7:0	2	3	6	8	9	12	13	15	16	18	20	23	26	28	29	31	32	33	36	37	38	41												
Caregiver8:0	2	8	12	13	18	23	26	29	31	32	36	37	38	41						
Caregiver9:0	1	3	4	5	6	7	9	10	11	14	15	16	17	19	20	21	22	24	25	27	28	30	32	33	34	35	39	40	41					
Caregiver10:0	1	2	4	5	7	8	10	11	12	13	14	17	18	19	21	22	23	24	25	26	27	29	30	31	34	35	36	37	38	39	40	41		
Caregiver11:0	1	4	5	6	7	10	11	14	17	19	21	22	24	25	27	30	34	35	39	40	41													
Caregiver12:0	1	2	4	5	7	8	9	10	11	12	13	14	17	18	19	21	22	23	24	25	26	27	28	29	30	31	34	35	36	37	38	39	40	41
																						
type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	42	34	39	33	55	36	36	31	23	44	54	44	44	21	44	27	40	52	56	27	57	55	47	29	38	58	40	52	54	52	28	35	33	24	23	50	21	47	48	38	0

Time window for ptient matrix (patient,shift) :first line alfa and second beta
0	0	0	480	1008	0	550	994	0	0	647	0	780	0	0	0	0	728	480	993	0	490	0	0	0	0	675	0	0	918	0	480	480	553	0	0	0	789	480	899	0	0
0	0	0	780	1068	0	611	1060	0	0	677	0	1080	0	0	0	0	758	780	1063	0	592	0	0	0	0	749	0	0	984	0	780	780	583	0	0	0	870	780	961	0	0
0	0	494	0	858	0	0	0	0	780	0	641	0	0	0	656	790	0	0	0	989	0	0	0	0	780	0	1014	904	611	0	816	480	0	0	0	545	780	0	0	0	0
0	0	559	0	888	0	0	0	0	1080	0	742	0	0	0	686	898	0	0	0	1019	0	0	0	0	881	0	1044	934	641	0	893	780	0	0	0	575	1080	0	0	0	0
0	0	0	0	0	902	780	0	897	0	567	932	0	798	515	733	990	0	0	981	0	0	968	480	915	0	0	636	966	0	480	0	0	0	0	672	0	480	634	0	0	0
0	0	0	0	0	971	1080	0	981	0	670	995	0	828	629	763	1080	0	0	1011	0	0	998	780	1021	0	0	751	996	0	780	0	0	0	0	735	0	780	747	0	0	0
0	0	480	0	0	480	781	0	616	0	0	643	0	850	0	861	0	566	919	978	0	0	0	0	0	480	0	0	0	622	480	0	0	0	502	0	0	0	660	599	950	0
0	0	780	0	0	780	871	0	701	0	0	673	0	944	0	935	0	596	987	1008	0	0	0	0	0	780	0	0	0	730	780	0	0	0	532	0	0	0	690	707	980	0
0	0	794	0	0	0	0	917	999	670	0	0	0	990	0	842	0	0	600	0	879	517	942	0	686	0	0	780	0	947	545	0	0	0	794	914	780	0	0	614	908	0
0	0	902	0	0	0	0	986	1064	700	0	0	0	1073	0	872	0	0	685	0	961	637	1062	0	780	0	0	1080	0	977	635	0	0	0	872	1034	1080	0	0	686	982	0
