Number of nodes= 27
Number of caregiver= 8 
Number of group=3

Caregiver_cost=
114	131	160	123	195	100	111	140


Caregiver in group=
Group_1:1	4	6	7
Group_2:2	3	8	
Group_3:5			
	
			
skill matrix=			
Caregiver1: 0	8	9	14	15	18	19	21	26			
Caregiver2: 0	3	4	5	7	8	9	14	15	17	18	19	20	21	22	25	26			
Caregiver3: 0	3	4	5	7	8	9	14	15	17	18	19	20	21	22	25	26			
Caregiver4: 0	1	2	6	10	11	12	13	16	23	24	26								
Caregiver5: 0	1	2	6	8	9	10	11	12	13	14	15	16	18	19	21	23	24	26	
Caregiver6: 0	1	2	6	10	11	12	13	16	23	24	26								
Caregiver7: 0	8	9	14	15	18	19	21	26			
Caregiver8: 0	1	2	3	4	5	6	7	10	11	12	13	16	17	20	22	23	24	25	26
		
	

type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	25	37	52	28	34	28	41	55	38	46	39	51	31	22	55	49	55	58	42	23	46	30	45	33	39	0

Time window for ptient matrix (patient,shift) :first line alfa and second beta
0	0	0	559	587	0	631	0	0	0	785	0	937	0	0	814	0	0	505	544	480	0	480	0	873	519	0
0	0	0	631	695	0	739	0	0	0	869	0	1047	0	0	890	0	0	593	632	780	0	780	0	935	549	0
0	780	514	949	0	791	0	0	0	0	547	897	0	992	0	0	795	0	0	0	0	671	0	524	0	0	0
0	1080	544	979	0	871	0	0	0	0	577	927	0	1080	0	0	860	0	0	0	0	773	0	584	0	0	0
0	877	0	985	780	0	780	0	0	558	0	695	0	0	780	0	0	0	966	0	0	720	0	0	0	0	0
0	963	0	1015	1080	0	876	0	0	651	0	780	0	0	884	0	0	0	996	0	0	750	0	0	0	0	0
0	0	780	0	0	645	939	821	0	0	0	831	0	0	0	0	504	499	0	0	499	0	702	0	0	0	0
0	0	1080	0	0	731	1033	851	0	0	0	861	0	0	0	0	584	529	0	0	529	0	780	0	0	0	0
0	629	0	0	780	0	480	513	0	0	0	0	1001	492	0	629	0	0	0	0	0	0	0	0	0	955	0
