Number of nodes= 82
Number of caregiver= 15 
Number of group=3 

Caregiver_cost=
161	111	132	134	111	121	137	152	101	111	148	204	147	173	141


Caregiver in group=
Group_1:2	5	6	9	10			
Group_2:1	3	4	7	8	11	13	15
Group_3:12	14						

						
skill matrix=
Caregiver1:0	1	5	6	7	9	10	12	14	15	16	17	19	20	22	24	25	27	28	29	30	31	32	33	34	35	38	39	40	41	42	44	46	47	48	49	50	51	52	53	54	55	56	59	60	62	64	66	67	68	69	70	71	72	73	74	75	76	77	78	79	81
Caregiver2:0	6	9	10	12	16	19	22	24	27	29	31	34	35	38	44	48	49	50	51	52	53	55	60	64	66	68	70	77	80	81
Caregiver3:0	1	2	3	4	5	7	8	11	13	14	15	17	18	20	21	23	25	26	28	30	32	33	36	37	39	40	41	42	43	45	46	47	54	56	57	58	59	61	62	63	65	67	69	71	72	73	74	75	76	78	79	81
Caregiver4:0	2	3	4	6	8	9	10	11	12	13	16	18	19	21	22	23	24	26	27	29	31	34	35	36	37	38	43	44	45	48	49	50	51	52	53	55	57	58	60	61	63	64	65	66	68	70	77	80	81
Caregiver5:0	1	5	7	14	15	17	20	25	28	30	32	33	39	40	41	42	46	47	54	56	59	62	67	69	71	72	73	74	75	76	78	79	81			
Caregiver6:0	2	3	4	8	11	13	18	21	23	26	36	37	43	45	57	58	61	63	65	81		
Caregiver7:0	1	5	6	7	9	10	12	14	15	16	17	19	20	22	24	25	27	28	29	30	31	32	33	34	35	38	39	40	41	42	44	46	47	48	49	50	51	52	53	54	55	56	59	60	62	64	66	67	68	69	70	71	72	73	74	75	76	77	78	79	81
Caregiver8:0	1	2	3	4	5	7	8	11	13	14	15	17	18	20	21	23	25	26	28	30	32	33	36	37	39	40	41	42	43	45	46	47	54	56	57	58	59	61	62	63	65	67	69	71	72	73	74	75	76	78	79	81
Caregiver9:0	1	5	7	14	15	17	20	25	28	30	32	33	39	40	41	42	46	47	54	56	59	62	67	69	71	72	73	74	75	76	78	79	81			
Caregiver10:0	1	5	7	14	15	17	20	25	28	30	32	33	39	40	41	42	46	47	54	56	59	62	67	69	71	72	73	74	75	76	78	79	81			
Caregiver11:0	1	5	6	7	9	10	12	14	15	16	17	19	20	22	24	25	27	28	29	30	31	32	33	34	35	38	39	40	41	42	44	46	47	48	49	50	51	52	53	54	55	56	59	60	62	64	66	67	68	69	70	71	72	73	74	75	76	77	78	79	81
Caregiver12:0	1	5	6	7	9	10	12	14	15	16	17	19	20	22	24	25	27	28	29	30	31	32	33	34	35	38	39	40	41	42	44	46	47	48	49	50	51	52	53	54	55	56	59	60	62	64	66	67	68	69	70	71	72	73	74	75	76	77	78	79	81
Caregiver13:0	1	5	6	7	9	10	12	14	15	16	17	19	20	22	24	25	27	28	29	30	31	32	33	34	35	38	39	40	41	42	44	46	47	48	49	50	51	52	53	54	55	56	59	60	62	64	66	67	68	69	70	71	72	73	74	75	76	77	78	79	81
Caregiver14:0	1	2	3	4	5	7	8	11	13	14	15	17	18	20	21	23	25	26	28	30	32	33	36	37	39	40	41	42	43	45	46	47	54	56	57	58	59	61	62	63	65	67	69	71	72	73	74	75	76	78	79	81
Caregiver15:0	1	5	6	7	9	10	12	14	15	16	17	19	20	22	24	25	27	28	29	30	31	32	33	34	35	38	39	40	41	42	44	46	47	48	49	50	51	52	53	54	55	56	59	60	62	64	66	67	68	69	70	71	72	73	74	75	76	77	78	79	81


type of shift per day=2
number of days=7
Number of shitfs=14

Service time of node=
0	55	29	38	50	29	41	41	37	58	24	27	53	30	57	57	36	45	60	33	34	44	38	56	40	43	52	24	59	29	57	48	29	42	40	32	30	57	26	51	52	30	48	28	32	47	21	38	40	25	41	47	23	43	31	33	40	24	22	56	56	39	56	42	22	55	45	30	25	29	27	57	44	27	53	57	53	37	54	58	53	0

Time window for ptient matrix (day,patient) :first line alfa and second beta
0	813	822	480	780	0	918	628	895	0	0	0	0	0	780	0	990	688	0	631	522	0	0	947	0	976	480	0	880	0	0	515	0	0	480	0	669	780	0	783	0	0	0	0	0	0	683	987	565	0	572	0	717	829	0	572	0	0	0	569	966	791	0	0	0	727	0	0	0	0	0	904	915	0	0	0	0	0	518	0	508	0
0	843	852	780	1080	0	948	717	986	0	0	0	0	0	1080	0	1080	780	0	747	628	0	0	1060	0	1049	780	0	910	0	0	584	0	0	780	0	743	1080	0	902	0	0	0	0	0	0	765	1017	654	0	641	0	780	859	0	688	0	0	0	679	1030	908	0	0	0	757	0	0	0	0	0	995	1023	0	0	0	0	0	548	0	569	0
0	0	780	0	0	581	780	0	0	0	0	0	0	0	0	0	0	588	956	0	0	0	528	943	905	529	480	0	0	0	0	692	0	0	722	803	0	780	903	0	0	635	0	913	639	0	0	0	0	0	480	884	0	0	535	0	0	0	0	0	0	0	678	539	0	0	946	0	0	803	0	480	0	0	536	0	780	988	847	780	0	0
0	0	1080	0	0	611	1080	0	0	0	0	0	0	0	0	0	0	663	986	0	0	0	616	1014	935	559	780	0	0	0	0	780	0	0	752	833	0	1080	1001	0	0	701	0	998	738	0	0	0	0	0	780	1002	0	0	637	0	0	0	0	0	0	0	708	632	0	0	976	0	0	916	0	585	0	0	566	0	1080	1056	877	1080	0	0
0	664	555	0	481	919	706	0	546	976	535	0	540	0	0	780	0	0	0	0	951	907	0	857	0	901	0	0	0	0	0	0	0	0	0	0	707	540	0	0	909	672	0	780	780	959	0	575	0	0	0	688	0	0	596	480	0	0	1007	0	0	480	0	0	0	0	948	995	0	480	652	0	780	780	887	0	0	0	0	780	0	0
0	741	652	0	554	982	780	0	576	1006	640	0	570	0	0	1080	0	0	0	0	1020	937	0	887	0	983	0	0	0	0	0	0	0	0	0	0	769	631	0	0	939	735	0	1080	1080	1043	0	637	0	0	0	780	0	0	626	780	0	0	1080	0	0	780	0	0	0	0	1014	1025	0	780	682	0	1080	1080	950	0	0	0	0	1080	0	0
0	0	812	0	0	905	0	0	480	0	992	0	0	0	0	708	0	0	0	0	0	529	0	576	0	0	0	0	0	580	989	0	563	0	0	780	655	0	780	912	780	782	537	621	0	0	0	0	943	700	667	555	820	0	0	0	794	1010	0	0	0	833	0	619	869	0	0	0	617	0	0	677	0	0	0	0	480	831	1001	0	0	0
0	0	876	0	0	994	0	0	780	0	1080	0	0	0	0	738	0	0	0	0	0	559	0	681	0	0	0	0	0	699	1064	0	683	0	0	1080	753	0	1080	984	1080	892	567	687	0	0	0	0	1054	761	697	641	922	0	0	0	893	1040	0	0	0	863	0	692	935	0	0	0	647	0	0	707	0	0	0	0	780	947	1080	0	0	0
0	0	0	0	0	874	0	0	0	727	480	801	936	500	928	895	0	0	0	0	0	780	0	0	698	485	0	837	696	780	834	581	480	0	0	0	0	0	0	0	0	0	0	0	0	980	938	922	0	480	0	0	0	0	0	0	848	719	829	0	553	0	0	0	780	480	0	0	590	0	480	0	0	0	0	941	819	0	544	803	0	0
0	0	0	0	0	937	0	0	0	757	780	831	966	612	958	925	0	0	0	0	0	1080	0	0	777	562	0	867	757	1080	911	654	780	0	0	0	0	0	0	0	0	0	0	0	0	1010	1022	1025	0	780	0	0	0	0	0	0	914	749	948	0	583	0	0	0	887	780	0	0	680	0	780	0	0	0	0	1061	939	0	639	883	0	0
0	0	0	0	509	0	0	910	0	0	0	0	0	981	796	529	780	0	617	909	0	0	480	0	0	0	0	1001	480	0	0	0	0	675	0	480	944	0	0	0	0	0	0	0	0	916	860	886	0	0	0	0	913	651	0	595	0	480	0	946	986	695	980	0	0	1008	0	844	0	579	813	0	941	0	919	0	0	0	0	0	0	0
0	0	0	0	590	0	0	1023	0	0	0	0	0	1011	826	630	1080	0	647	997	0	0	780	0	0	0	0	1080	574	0	0	0	0	705	0	780	1050	0	0	0	0	0	0	0	0	991	979	948	0	0	0	0	943	745	0	625	0	780	0	976	1068	725	1010	0	0	1071	0	938	0	640	900	0	1033	0	1034	0	0	0	0	0	0	0
0	0	0	780	0	0	1007	0	0	0	0	780	873	0	502	0	780	780	0	569	0	0	0	0	0	0	975	780	632	0	0	528	0	598	0	0	0	0	0	0	690	552	780	0	0	852	846	0	635	780	0	852	914	622	980	0	780	657	0	0	0	0	0	721	0	0	0	0	0	0	980	0	0	863	0	839	699	0	0	958	823	0
0	0	0	1080	0	0	1078	0	0	0	0	1080	978	0	532	0	1080	1080	0	650	0	0	0	0	0	0	1080	1080	662	0	0	630	0	707	0	0	0	0	0	0	780	582	1080	0	0	952	876	0	665	1080	0	953	944	735	1073	0	1080	747	0	0	0	0	0	751	0	0	0	0	0	0	1080	0	0	964	0	926	780	0	0	1042	853	0


CII matrix(caregiver, patient)
0	4	0	0	0	6	3	3	0	7	3	0	3	0	4	3	4	7	0	3	6	0	4	0	7	7	0	5	5	6	5	6	4	4	6	7	0	0	6	5	3	6	6	0	4	0	7	6	4	3	7	6	4	5	5	5	5	0	0	5	6	0	3	0	6	0	3	6	7	3	5	5	3	6	3	4	7	7	7	7	6	0
0	0	0	0	0	0	10	0	0	6	6	0	6	0	0	0	9	0	0	9	0	0	7	0	6	0	0	8	0	10	0	10	0	0	9	7	0	0	6	0	0	0	0	0	8	0	0	0	8	6	7	7	6	8	0	7	0	0	0	0	7	0	0	0	8	0	7	0	8	0	7	0	0	0	0	0	0	7	0	0	7	0
0	3	7	3	4	6	0	5	7	0	0	7	0	4	7	3	0	7	3	0	3	3	0	3	0	4	7	0	5	0	3	0	3	6	0	0	4	4	0	5	5	6	6	6	0	7	5	4	0	0	0	0	0	0	6	0	7	7	3	7	0	4	6	7	0	3	0	5	0	5	0	4	4	7	4	7	3	0	7	6	0	0
0	0	7	7	7	0	3	0	5	7	3	7	7	3	0	0	6	0	3	3	0	3	5	7	3	0	7	6	0	6	0	3	0	0	6	5	5	4	5	0	0	0	0	6	7	4	0	0	3	6	4	7	7	3	0	5	0	5	5	0	3	5	0	6	5	4	3	0	4	0	5	0	0	0	0	0	0	5	0	0	6	0
0	8	0	0	0	7	0	10	0	0	0	0	0	0	8	10	0	8	0	0	7	0	0	0	0	8	0	0	7	0	10	0	7	8	0	0	0	0	0	7	6	10	6	0	0	0	8	7	0	0	0	0	0	0	8	0	10	0	0	8	0	0	7	0	0	0	0	7	0	10	0	10	6	7	9	10	6	0	9	9	0	0
0	0	7	7	8	0	0	0	8	0	0	6	0	8	0	0	0	0	9	0	0	7	0	7	0	0	7	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	7	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	6	7	7	0	7	6	0	5	0	7	5	4	5	0	6	4	0	5	0	7	4	0	5	7	7	6	6	5	3	3	6	0	0	7	6	5	6	7	0	3	0	3	6	5	5	4	4	6	3	3	5	3	0	0	5	5	0	3	0	3	0	5	3	6	6	5	6	7	6	3	4	4	5	7	6	6	0
0	6	4	6	7	3	0	7	3	0	0	3	0	7	6	4	0	4	4	0	6	4	0	5	0	4	6	0	7	0	6	0	4	3	0	0	6	3	0	3	4	3	6	7	0	7	7	6	0	0	0	0	0	0	7	0	3	4	4	4	0	4	3	6	0	5	0	7	0	5	0	7	6	5	7	3	6	0	3	5	0	0
0	10	0	0	0	6	0	7	0	0	0	0	0	0	6	9	0	6	0	0	8	0	0	0	0	9	0	0	6	0	6	0	6	10	0	0	0	0	0	10	8	10	9	0	0	0	7	8	0	0	0	0	0	0	8	0	6	0	0	6	0	0	6	0	0	0	0	7	0	10	0	9	7	6	7	6	6	0	8	6	0	0
0	10	0	0	0	9	0	10	0	0	0	0	0	0	6	8	0	9	0	0	10	0	0	0	0	6	0	0	6	0	9	0	9	8	0	0	0	0	0	7	7	9	7	0	0	0	6	8	0	0	0	0	0	0	7	0	8	0	0	7	0	0	10	0	0	0	0	7	0	7	0	8	8	7	10	8	6	0	8	7	0	0
0	7	0	0	0	5	3	3	0	4	5	0	3	0	7	6	5	4	0	6	3	0	6	0	6	5	0	5	4	3	3	4	3	7	6	4	0	0	6	6	5	3	3	0	7	0	5	4	4	7	5	4	4	3	5	4	4	0	0	3	3	0	6	0	4	0	4	3	5	3	5	6	7	4	6	6	4	5	5	6	4	0
0	3	0	0	0	4	3	2	0	4	4	0	3	0	5	5	5	5	0	2	3	0	1	0	5	5	0	1	4	4	2	4	4	4	1	4	0	0	2	3	5	2	4	0	4	0	2	3	3	4	3	3	1	3	2	5	4	0	0	4	1	0	5	0	4	0	1	3	5	5	5	3	1	1	5	3	1	3	5	4	5	0
0	6	0	0	0	4	6	7	0	7	5	0	5	0	6	3	7	7	0	3	4	0	5	0	7	4	0	3	6	6	5	5	3	4	3	3	0	0	7	4	7	7	7	0	4	0	7	5	6	4	6	7	6	4	6	6	7	0	0	7	7	0	7	0	3	0	3	7	6	4	4	4	3	5	4	3	3	4	5	4	5	0
